Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C195,0.1u,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,51.8908,-47.1424,90,top
C196,10u,C_1210_3225Metric,55.1688,-47.7332,90,top
C198,10u,C_1210_3225Metric,77.724,-50.9132,90,top
C199,10u,C_1210_3225Metric,95.9612,-52.2732,90,top
C200,4.7n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,80.6972,-38.7096,180,top
C201,2.2n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,92.964,-46.5836,-90,top
C202,4.7n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,95.1356,-40.1828,0,top
C203,2.2n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,82.2452,-45.212,-90,top
C204,0.1u,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,90.2208,-35.306,90,top
C205,10u,C_1210_3225Metric,86.9188,-34.6964,90,top
C206,0.1u,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,84.6836,-46.1744,90,top
C207,10u,C_1210_3225Metric,87.8078,-46.8056,90,top
C209,10u,C_1210_3225Metric,111.506,-51.1948,90,top
C210,10u,C_1210_3225Metric,128.4224,-52.0192,90,top
C211,4.7n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,113.9064,-38.608,180,top
C212,2.2n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,125.3236,-46.276,-90,top
C213,4.7n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,127.4572,-40.0304,0,top
C214,2.2n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,115.2144,-45.0596,-90,top
C215,0.1u,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,122.8852,-35.0256,90,top
C216,10u,C_1210_3225Metric,119.6848,-34.4424,90,top
C217,0.1u,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,117.5512,-46.1264,90,top
C218,10u,C_1210_3225Metric,120.7008,-46.736,90,top
C220,10u,C_1210_3225Metric,186.2328,-36.0564,90,top
C221,10u,C_1210_3225Metric,192.8876,-30.5308,90,top
C222,10u,C_1210_3225Metric,150.8252,-35.8024,90,top
C223,10u,C_1210_3225Metric,145.8468,-29.1864,90,top
C224,3.3n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,150.0632,-22.9334,-90,top
C225,3.3n,C_0805_2012Metric_Pad1.18x1.45mm_HandSolder,190.0682,-23.4724,-90,top
